Quantity,Price Per Unit,Total Spent,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_Takeaway,Day,Month,Year,PricePerUnit_group
-0.7077419287988129,-0.7129209790644694,-0.8187742526949577,True,False,False,False,False,False,False,True,False,True,8,9,2023,Cheap
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,False,False,False,False,False,False,False,False,16,5,2023,Cheap
-0.7077419287988129,1.6912422094298185,0.2853352671629198,False,False,False,True,False,False,False,False,True,True,27,4,2023,Affordable
-0.7077419287988129,-0.7129209790644694,-0.8187742526949577,True,False,False,False,False,False,False,False,True,False,11,6,2023,Cheap
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,False,True,False,True,False,True,31,3,2023,Cheap
0.02576004784323639,0.08846675043362659,0.10131701385327353,True,False,False,False,False,False,False,False,True,True,6,10,2023,Cheap
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,True,False,False,False,False,True,28,10,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,True,False,False,False,False,False,False,False,True,True,28,7,2023,Cheap
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,True,False,False,False,True,False,31,12,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,True,False,False,False,False,False,3,5,2023,Cheap
1.492764001127335,-1.5143087085625653,-0.6347559993853115,False,True,False,False,False,False,False,False,True,True,1,6,2023,
-0.7077419287988129,-1.1136148438135174,-1.002792506004604,True,False,False,False,False,False,False,False,True,False,21,3,2023,
0.02576004784323639,1.6912422094298185,1.2054265337111512,False,False,False,True,False,False,False,True,False,False,15,11,2023,Affordable
-1.4412439054408623,0.8898544799317225,-0.8187742526949577,False,False,False,False,True,False,False,False,True,True,10,6,2023,Cheap
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,True,False,False,False,False,False,False,False,24,2,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,False,False,False,False,False,False,False,True,25,3,2023,Cheap
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,True,False,False,False,False,False,False,True,15,1,2023,Cheap
0.02576004784323639,0.8898544799317225,2.125517800259382,False,False,False,False,False,True,False,False,False,False,4,4,2023,Cheap
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,False,True,False,True,False,True,30,3,2023,Cheap
0.02576004784323639,0.8898544799317225,0.6533717737822123,False,False,False,False,True,False,False,False,True,True,1,12,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,True,False,False,False,True,True,18,9,2023,Cheap
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,True,False,False,False,False,False,3,6,2023,Cheap
1.492764001127335,-1.5143087085625653,-0.6347559993853115,False,True,False,False,False,False,False,True,False,False,20,4,2023,
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,True,False,False,False,False,True,False,True,10,4,2023,Cheap
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,False,True,False,True,False,True,11,3,2023,Cheap
1.492764001127335,-0.7129209790644694,0.2853352671629198,True,False,False,False,False,False,False,False,True,True,2,6,2023,Cheap
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,False,True,False,False,True,False,15,8,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,False,True,False,False,True,True,9,10,2023,Cheap
-1.4412439054408623,0.8898544799317225,-0.8187742526949577,False,False,False,False,True,False,False,True,False,True,28,5,2023,Cheap
0.7592620244852858,0.08846675043362659,0.6533717737822123,True,False,False,False,False,False,False,False,True,False,17,7,2023,Cheap
-0.7077419287988129,1.6912422094298185,0.2853352671629198,False,False,False,True,False,False,False,True,False,False,29,4,2023,Affordable
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,False,True,False,False,True,True,8,6,2023,Cheap
0.7592620244852858,-0.7129209790644694,-0.08270123945637271,True,False,False,False,False,False,False,False,True,True,29,6,2023,Cheap
0.02576004784323639,0.8898544799317225,0.6533717737822123,False,False,False,False,False,True,False,False,True,False,17,4,2023,Cheap
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,True,False,False,False,True,True,22,12,2023,Cheap
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,True,False,False,False,False,False,True,True,2,10,2023,Cheap
-0.7077419287988129,-1.5143087085625653,-1.1868107593142503,False,True,False,False,False,False,False,False,True,True,23,2,2023,
0.02576004784323639,1.6912422094298185,1.2054265337111512,False,False,False,True,False,False,False,False,False,True,22,3,2023,Affordable
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,True,False,False,False,False,False,True,False,3,11,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,True,False,False,False,False,False,True,True,2,3,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,True,False,False,False,False,False,False,True,26,6,2023,Cheap
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,False,False,False,False,False,False,True,True,2,5,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,False,False,False,False,False,False,True,True,5,9,2023,Cheap
0.02576004784323639,0.8898544799317225,0.6533717737822123,False,False,False,False,False,True,False,True,False,True,25,11,2023,Cheap
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,False,True,False,False,True,True,5,12,2023,Cheap
0.02576004784323639,-1.5143087085625653,-1.1868107593142503,False,True,False,False,False,False,False,True,False,True,19,3,2023,
0.02576004784323639,0.08846675043362659,-1.002792506004604,False,False,False,False,False,False,False,False,True,False,19,4,2023,Cheap
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,True,False,False,False,False,True,3,11,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,True,False,False,False,False,False,True,False,7,10,2023,Cheap
-1.4412439054408623,1.6912422094298185,-0.6347559993853115,False,False,False,True,False,False,False,False,True,True,30,9,2023,Affordable
-1.4412439054408623,0.08846675043362659,-1.002792506004604,True,False,False,False,False,False,False,False,True,False,9,10,2023,Cheap
-1.4412439054408623,0.8898544799317225,-0.8187742526949577,False,False,False,False,True,False,False,False,False,True,27,5,2023,Cheap
0.02576004784323639,1.6912422094298185,1.2054265337111512,True,False,False,False,False,False,False,False,True,True,18,11,2023,Affordable
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,False,True,False,False,True,True,1,6,2023,Cheap
0.02576004784323639,0.08846675043362659,-0.45073774607566525,False,False,True,False,False,False,False,False,False,True,30,3,2023,Cheap
-1.4412439054408623,-1.5143087085625653,-1.3708290126238964,False,True,False,False,False,False,False,True,False,True,3,10,2023,
1.492764001127335,0.08846675043362659,1.2054265337111512,True,False,False,False,False,False,False,False,True,False,6,4,2023,Cheap
-0.7077419287988129,-1.1136148438135174,-1.002792506004604,False,False,False,False,False,False,True,False,False,False,22,3,2023,
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,False,False,False,False,False,True,False,False,31,1,2023,Cheap
-1.4412439054408623,-1.5143087085625653,-1.3708290126238964,True,False,False,False,False,False,False,False,False,False,8,12,2023,
-0.7077419287988129,1.6912422094298185,0.2853352671629198,False,False,False,True,False,False,False,False,True,True,19,6,2023,Affordable
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,False,True,False,True,False,True,14,12,2023,Cheap
-1.4412439054408623,-0.7129209790644694,-1.1868107593142503,True,False,False,False,False,False,False,False,False,True,16,7,2023,Cheap
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,True,False,False,False,False,True,22,2,2023,Cheap
1.492764001127335,-1.1136148438135174,-0.17471036611119584,False,False,False,False,False,False,True,False,False,True,2,6,2023,
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,True,False,False,False,False,False,False,False,15,6,2023,Cheap
-0.7077419287988129,-0.7129209790644694,-0.8187742526949577,True,False,False,False,False,False,False,True,False,False,9,12,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,True,False,False,False,True,False,18,4,2023,Cheap
-0.7077419287988129,-1.5143087085625653,-1.1868107593142503,False,True,False,False,False,False,False,False,True,True,7,11,2023,
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,False,False,False,False,False,False,False,False,28,10,2023,Cheap
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,False,False,False,False,False,True,False,True,22,12,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,False,False,False,False,False,True,False,True,30,4,2023,Cheap
1.492764001127335,-1.5143087085625653,-0.6347559993853115,False,True,False,False,False,False,False,False,True,True,2,4,2023,
-1.4412439054408623,1.6912422094298185,-0.6347559993853115,True,False,False,False,False,False,False,False,True,True,24,5,2023,Affordable
1.492764001127335,-1.5143087085625653,-0.6347559993853115,True,False,False,False,False,False,False,False,True,False,12,3,2023,
-0.7077419287988129,-1.1136148438135174,-1.002792506004604,False,False,False,False,False,False,True,True,False,False,16,8,2023,
1.492764001127335,0.08846675043362659,1.2054265337111512,True,False,False,False,False,False,False,False,True,False,28,10,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,True,False,False,False,False,True,False,True,10,9,2023,Cheap
0.02576004784323639,-0.7129209790644694,-0.45073774607566525,True,False,False,False,False,False,False,True,False,True,7,3,2023,Cheap
0.02576004784323639,1.6912422094298185,1.2054265337111512,False,False,False,True,False,False,False,False,True,True,20,8,2023,Affordable
0.7592620244852858,-0.7129209790644694,-0.08270123945637271,True,False,False,False,False,False,False,False,True,False,15,4,2023,Cheap
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,True,False,False,False,False,False,False,True,27,5,2023,Cheap
0.7592620244852858,-0.7129209790644694,-0.08270123945637271,True,False,False,False,False,False,False,False,False,False,25,7,2023,Cheap
0.02576004784323639,1.6912422094298185,1.2054265337111512,False,False,False,True,False,False,False,False,True,True,28,10,2023,Affordable
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,True,False,False,False,False,False,True,True,15,12,2023,Cheap
0.7592620244852858,1.6912422094298185,2.125517800259382,False,False,False,True,False,False,False,False,True,False,25,2,2023,Affordable
0.02576004784323639,-1.5143087085625653,-1.002792506004604,False,True,False,False,False,False,False,True,False,True,3,4,2023,
0.02576004784323639,-1.5143087085625653,-1.002792506004604,False,True,False,False,False,False,False,True,False,True,8,10,2023,
1.492764001127335,-1.5143087085625653,-0.6347559993853115,False,True,False,False,False,False,False,False,True,True,28,12,2023,
0.7592620244852858,-1.1136148438135174,-0.45073774607566525,False,False,False,False,False,False,True,False,True,True,30,8,2023,
-1.4412439054408623,0.8898544799317225,-0.8187742526949577,False,False,False,False,True,False,False,False,True,False,3,2,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,False,True,False,True,False,True,12,9,2023,Cheap
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,False,True,False,False,True,True,27,4,2023,Cheap
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,True,False,False,False,False,False,True,True,4,5,2023,Cheap
1.492764001127335,-0.7129209790644694,0.2853352671629198,True,False,False,False,False,False,False,False,True,True,21,2,2023,Cheap
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,True,False,False,False,False,False,False,True,16,3,2023,Cheap
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,True,False,False,False,False,False,True,True,10,1,2023,Cheap
-0.7077419287988129,1.6912422094298185,0.2853352671629198,False,False,False,True,False,False,False,True,False,True,24,2,2023,Affordable
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,False,False,False,False,False,False,True,True,2,6,2023,Cheap
0.02576004784323639,-0.7129209790644694,-0.45073774607566525,True,False,False,False,False,False,False,False,True,True,29,3,2023,Cheap
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,False,False,False,False,False,False,True,True,18,6,2023,Cheap
1.492764001127335,-0.7129209790644694,0.2853352671629198,True,False,False,False,False,False,False,False,True,False,23,9,2023,Cheap
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,True,False,False,False,False,False,True,True,14,1,2023,Cheap
0.7592620244852858,-1.1136148438135174,-0.45073774607566525,False,False,False,False,False,False,True,False,False,False,14,9,2023,
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,True,False,False,False,False,True,False,True,16,9,2023,Cheap
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,False,True,False,True,False,True,28,12,2023,Cheap
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,True,False,False,False,False,False,True,True,6,2,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,True,False,False,False,False,False,11,3,2023,Cheap
-1.4412439054408623,-1.1136148438135174,-1.2788198859690734,False,False,False,False,False,False,True,False,False,True,8,4,2023,
-1.4412439054408623,-1.1136148438135174,-1.2788198859690734,False,False,False,False,False,False,True,False,True,True,19,12,2023,
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,True,False,False,False,False,True,False,True,14,7,2023,Cheap
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,True,False,False,False,False,False,False,False,18,4,2023,Cheap
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,True,False,False,False,False,False,True,True,8,6,2023,Cheap
1.492764001127335,-1.1136148438135174,-0.17471036611119584,False,False,False,False,False,False,True,True,False,True,12,12,2023,
1.492764001127335,-0.7129209790644694,0.2853352671629198,True,False,False,False,False,False,False,False,False,False,5,1,2023,Cheap
0.02576004784323639,1.6912422094298185,1.2054265337111512,False,False,False,True,False,False,False,True,False,False,10,6,2023,Affordable
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,True,False,False,False,True,False,23,1,2023,Cheap
-1.4412439054408623,-1.1136148438135174,-1.2788198859690734,False,False,False,False,False,False,True,True,False,True,20,2,2023,
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,False,False,False,False,False,False,True,False,6,12,2023,Cheap
-0.7077419287988129,1.6912422094298185,0.2853352671629198,False,False,False,True,False,False,False,False,False,True,11,8,2023,Affordable
1.492764001127335,-1.1136148438135174,-0.17471036611119584,False,False,False,False,False,False,True,False,True,False,3,9,2023,
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,False,False,False,False,False,False,True,True,18,1,2023,Cheap
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,False,False,False,False,False,False,False,True,23,3,2023,Cheap
-1.4412439054408623,-0.7129209790644694,-1.1868107593142503,True,False,False,False,False,False,False,False,True,True,23,6,2023,Cheap
0.02576004784323639,0.08846675043362659,0.6533717737822123,True,False,False,False,False,False,False,False,False,False,25,11,2023,Cheap
1.492764001127335,-0.7129209790644694,0.2853352671629198,True,False,False,False,False,False,False,False,False,True,3,8,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,False,True,False,False,True,True,12,7,2023,Cheap
0.02576004784323639,-0.7129209790644694,-0.45073774607566525,True,False,False,False,False,False,False,False,False,False,30,4,2023,Cheap
-0.7077419287988129,-0.7129209790644694,-0.8187742526949577,True,False,False,False,False,False,False,True,False,True,7,3,2023,Cheap
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,True,False,False,False,False,False,True,True,27,6,2023,Cheap
-0.7077419287988129,-1.1136148438135174,-1.002792506004604,False,False,False,False,False,False,True,False,True,False,19,9,2023,
1.492764001127335,0.8898544799317225,2.125517800259382,True,False,False,False,False,False,False,False,False,True,4,9,2023,Cheap
0.02576004784323639,0.8898544799317225,0.6533717737822123,False,False,False,False,True,False,False,False,False,True,21,5,2023,Cheap
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,False,False,False,False,False,False,False,False,2,7,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,True,False,False,False,False,False,False,False,True,True,10,7,2023,Cheap
0.7592620244852858,-1.5143087085625653,-0.8187742526949577,False,True,False,False,False,False,False,True,False,False,21,11,2023,
0.7592620244852858,0.8898544799317225,1.3894447870207973,False,False,False,False,True,False,False,False,True,True,2,12,2023,Cheap
0.02576004784323639,-0.7129209790644694,-0.45073774607566525,True,False,False,False,False,False,False,False,True,False,17,4,2023,Cheap
0.02576004784323639,-1.5143087085625653,-1.002792506004604,False,True,False,False,False,False,False,False,True,False,13,3,2023,
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,False,False,False,False,False,False,True,False,12,8,2023,Cheap
0.02576004784323639,-1.5143087085625653,-1.002792506004604,False,True,False,False,False,False,False,False,True,False,16,2,2023,
0.02576004784323639,0.8898544799317225,1.3894447870207973,False,False,False,False,False,True,False,False,True,True,11,4,2023,Cheap
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,False,True,False,True,False,False,13,3,2023,Cheap
-1.4412439054408623,0.8898544799317225,-0.8187742526949577,False,False,False,False,True,False,False,False,True,True,7,11,2023,Cheap
0.02576004784323639,0.8898544799317225,0.6533717737822123,False,False,False,False,False,True,False,False,True,True,26,3,2023,Cheap
-0.7077419287988129,0.08846675043362659,-0.45073774607566525,False,False,False,False,False,False,False,False,True,True,1,11,2023,Cheap
-1.4412439054408623,1.6912422094298185,-0.6347559993853115,False,False,False,True,False,False,False,False,False,True,22,7,2023,Affordable
-1.4412439054408623,0.8898544799317225,-0.8187742526949577,True,False,False,False,False,False,False,False,True,True,3,11,2023,Cheap
0.02576004784323639,0.08846675043362659,0.10131701385327353,False,False,False,False,False,False,False,False,False,False,14,9,2023,Cheap
1.492764001127335,0.8898544799317225,2.125517800259382,False,False,False,False,False,True,False,True,False,False,28,2,2023,Cheap
0.7592620244852858,-0.7129209790644694,-0.08270123945637271,True,False,False,False,False,False,False,False,True,False,27,1,2023,Cheap
0.02576004784323639,-1.5143087085625653,-1.002792506004604,False,True,False,False,False,False,False,False,True,True,6,12,2023,
1.492764001127335,0.08846675043362659,1.2054265337111512,False,False,False,False,False,False,False,False,False,True,19,1,2023,Cheap
-1.4412439054408623,0.8898544799317225,-0.8187742526949577,False,False,False,False,False,True,False,False,True,True,20,2,2023,Cheap
0.7592620244852858,0.08846675043362659,0.6533717737822123,False,False,True,False,False,False,False,False,False,False,7,4,2023,Cheap
-0.7077419287988129,0.8898544799317225,-0.08270123945637271,False,False,False,False,False,True,False,False,True,False,20,3,2023,Cheap
0.02576004784323639,-1.5143087085625653,-1.002792506004604,False,True,False,False,False,False,False,False,False,True,16,2,2023,
